131	6.md	伊拉拉斯谟	伊拉斯谟	皆不在	自己高视阐步随意而行不受制裁不受管束似乎像没有挫住的野马一样基督使我们从罪中得释放却是要引领我们活出圣洁美善的生活伊拉斯
132	6.md	述	叙述	两者皆在	和和分作由过水肌于二六条了天国一件和圭一一由臣体们行业当比犯罪更热心保罗在此避免叙述他全部心意为的是盼望读者能了解他的驴
143	7.md	受到了律法的熏陶	已受到了律法的熏陶	两者皆在	有人人间业上四人办此和拟人这里的问题是什么时候保罗由于不知道或如他自己所说的没有律法才说自己是活着的事实上他乃是从孩提时
150	7.md	法	铭	支持	离了罪恶的捆绑只有一部分的罪仍留在他里面反之他却以心中最热忱的意愿来淘莫上帝的义此点也证明有上帝的律铭刻在他心中
163	8.md	者	着	支持	王肌有本认长讨型付册类及已有十坟词解释为含有原因的意义因为使徒从这里推论说凡使自己受肉体的情欲所驱使的人都是上帝所僧恶的
165	8.md	提	提醒	两者皆在	圣灵复苏我们的能力能使我们免除死亡所以他下结论说我们必须忍耐等候直到余下的罪全部被除去我们早已经提醒读者这里的灵字不是指
166	8.md	所赋的能力	所有的能力	皆不在	须从柄舍了生命也有权柄取回来约基督确是借痢他自己文的能力从死里复活了但他通常都说他所赋有的能力是出于上帝所以集使徒将基督
170	8.md	谎说	臆说	皆不在	是多么重要对于驭斥施辩者关于道德方面的脐说这节经文也是最好的论点
171	8.md	现在的苦楚	以现在的苦楚	两者皆在	若与我们将得的极大荣耀比较就算不得什么了保罗以将来要显于我们的荣碾来指永恒的荣炮正如他以现在的苦楚来指今世记受的但很快就
173	8.md	无章	无辜	皆不在	亚所预言的和彼得所证实的受造之物要得拯救我们在此也可确实晓得我们当得的吕诅是多么可怕因为天地万物一切无训的受造之物也要因
178	8.md	不但因为圣灵激励自己	不但是因为圣灵谦卑自己	皆不在	因叹息就是借着圣灵的感动而发出来的叹息为说不出来的因这样的文叹息是远超出人的智力所能了解的保罗又说圣灵乃是赫我们祷告不集
178	8.md	地位向上帝祈求	地位上向上帝祈求	支持	文取息是远超出人的智力所能了解的保罗又说圣灵乃是替我们祷告不集但是因为圣灵谦卑自己把自己放在求告者的地位上向上帝祈求而且
178	8.md	使我很安慰的事实	使我得安慰的事实	皆不在	绝却承认而接纳因为这本是他所了晓得的如同保罗刚说过上帝带我们到他剑中并帮助我们现在他又给我们看到另一个使我得安奈的事实我
205	9.md	命定你	我命定你	两者皆在	天立妇一沾已拭人日过寺一过上以牙站红炎风具从技们迷须注意在希伯来文中我将你兴起来乃是我命定你上帝在此给我们看见污老的刚硬
205	9.md	從开始	从他一开始	皆不在	广昌自记撤吕他的预计明明地彰显他的权能如同某些学者解释本段经文说法老曾有一段时期蒙上帝保守是不正确的因为保罗在此所讨论的
207	9.md	接受他们的噩运	来接受他们的噩运	皆不在	给他们的审判为不义然后又表示对上帝的大能极其愤慨他们被勉强各来接受他们的亚运事实上是对的却又因不得已而满心引恨因为入他们
207	9.md	论辩的人也是如此	论辩派的人也是如此	皆不在	各已用册审轨伙信欠后估衣不六二利用入胰改关岁周包用似驹球加来接受他们的避运事实上是对的却又因不得已而满心怨恨因为人他们不
207	9.md	只要有了上帝的旨意	因只要有了上帝的旨意	皆不在	人慌丸亚生环上工人肌理尽瑟小怀儿着小如上人性何其他的卢央要解答这个难题看来似乎是有其他的论点为根据的为什么他不用此种方法
207	9.md	人虽恨他	人虽愤慨他	皆不在	人修云小册队讲了比修好区有人和民对了怖假使十上季的旨意使人得救或使灭亡那么世人就不能算为有罪保罗有没有否认这一点呢他没有
212	9.md	份	有份	两者皆在	乎阻止外邦人在救因上有份的阻挡也存在于犹太人之中上帝怎样全
213	9.md	说	话	两者皆在	胞他不说以赛亚这样讲乃是说以赛亚这样呼喊为的是要引起人们更大的注意先知的话明明是要阻止犹太人过分以他们的肉体自夸得知在无
216	9.md	思	切	支持	方是对立时而且征完全相反的所以依靠行为既是我们获得义的最大阻碍我们就必须弃绝行为因此可以单单依靠上帝的恩慈犹太人的例子可
217	9.md	要作为敬虔者的安慰	为要作为敬虔者的安慰	两者皆在	面就要看到这一点信靠他的人必不至于善愧保罗加上一句引自以赛亚书另一处的话为要作为敬虔者的安慰他似乎是说我们不该因基督被称
219	10.md	耍除上帝的轭	要除掉上帝的轭	皆不在	义万是被归于我们的虽然假冒为善的人以假装的热心来和遮盖他们的矣傲保罗仍是在此痛斥他们的自高自大当他说到他们乃是要印除上帝
220	10.md	敬畏	敬虔	皆不在	导的全部教训但有时又指律法的职责中的一部分即条例中的赏赐巴徒罚兰西所负的一般性的职分乃是要教导百姓敬虚的真规范如果这个说
222	10.md	来	要	支持	甸改下间从人学站仁嘎思古指对傈为的现法我水认好行为是重要的但是能够遵守律法的人只是那些有了信心之义的人下面我们要解释保罗
224	10.md	对于神有坚固的基础	对于救恩有坚固的基础	支持	信合们应当认征芋这为确实可靠并从本节经文中领受安慰他们可以完全信赖上帝的话如同亲眼看见了上帝所行的大功我们也可以注意到使
224	10.md	但使使用到	但使徒使用到	皆不在	你着口里认驯稣保罗在此也是间接引述摩西的话并不是直接引用原句因为摩西提到口的时候乃是以局部代表整体以口指脸面但使徒用到口
224	10.md	乃是有的用意	乃是另有用意	皆不在	是直接引用原句因为摩西提到口的时候乃是以局部代表整体以日指脸面但使徒用到口字的时候乃是有他的用意当我们的主将他的道放在我
228	10.md	福	祝福	两者皆在	站认关八有国馈旺疙有对二外十呈目让和视人上上市一人一息的又敢于来爵望他所赐祝福的人才会得到这一切因此月求先上帝的人必须相
228	10.md	认	认为	两者皆在	以看到天主教经院学者的糊涂因为他们乃是存着怀疑之心来到上帝的面前毫无信心不得平安保罗并不如此因他认为我们的祷告若不确信会
236	11.md	最	既	否证	过问王二人二门惟光二和夫站几和性列国的又因为他最配称为上帝所拣选的仆人因此也就证明上帝的恩和于仍在以鱼列人中间保时在尾虽
243	11.md	使徒说到两个真理	使徒说了两个真理	皆不在	有路友小王本二人小几驱约用于冰以已信人人全人林寺小一正会火记也不一定会与上帝隔离反倒因他们的过失救恩便临到外邦人在本节经
243	11.md	难逃伤痛的光景	难逃过伤痛的光景	皆不在	这里所用的发愤乃是表示一种鳞幕发愤或寻妒之心就是当我们看到别人胜过我们时我们心中难过伤痛的光景假如按照主的旨意不过是要激
252	11.md	乃是指标极大多数的人	乃是指极大多数的人	皆不在	人可以来得救思外邦人的数目添满用是指极大多数的人当时归信基督的人不像以前不过是少数的人归入儿太教却是外邦人取代了犹太人的
260	12.md	过度生活	敬虔生活	皆不在	人纵他们自己的内和欲另一方面假由为著的人又想恶意地竟力来抹杀他们对于上帝的仁慈的知识他们以为上帝的恩惠会消灭他们过黎虔生
262	12.md	但在此乃是指标的人的性格与动作	但在此乃是指人的性格与动作	皆不在	和这作征衣畦宙史河内有问册环少任册区扩几和车儿霹二市十道的准则相反的态度都是遇蹇的无趣的粗俗的好不要效法这个世界虽然世界
265	12.md	地	地位	两者皆在	直人八下吕人十队册疙有天和疝有十妆奸网折到人生生一个八不放弃他自己的职分或侵犯别人的地位当每一个信徒将他自己从上帝所领受
273	12.md	许诺	嘉许	皆不在	的目的并不是要让人来姜末和称赞我们因为基督的心意就是要避免和我们会有此种光景故他说我们的善行不是靠人的见证却是单求上入帝
278	13.md	祂不是空空地	他是不空空地	皆不在	关上第责保罗也提醒我们各人乃是因上帝的恩慈我们得以受到执政者的保护他们保剑就是要阻止恶人来危害我们因为他不是空空地徒然地
281	13.md	凡邻舍含有如爱自己的人	凡爱邻舍有如爱自己的人	皆不在	储全钠正何纵无肌呈止八风到下从二由有则及因不的也二和们爱人本就是爱上帝的果子但保罗所提的只是第二部分因为他在此入所考查的
281	13.md	不是真的义行	不是真的义	两者皆在	事却是提到一种我们所不能完全达到的情况当我们说人不是靠行为称义我们并不是说顺服律法就不是真的义行但是无人能完成律法也无人
282	13.md	所谓趁早睡醒	所谓早睡醒	否证	昧保罗称之为睡眠他又说睡眠是死亡的预表所谓光明他的意思旋是指上帝的真理得以启示出来借此公义的日头即基督升起来照亮我们所谓
283	13.md	他在此处提到三种邪恶的行为	他在此提到三种邪恶的行为	支持	劝勉我们多沉思默想将来的生命又当多思想怎样敬重上帝不可荒宴酬酒他在此提到三种邪恶的行为而且每种都用了两个名词来描写一一柄
284	13.md	交通	有交通	两者皆在	体因为我们虽然与天上有交通我们却仍寄居在世上我们必须注音志内休在兰的直泣样行口县焕一右遇干息们信己的放表了
284	13.md	去	以	支持	人册立一不有认译订兵用执作动队人饮风人甸同二由本不满意我们所有的也不想以庄重的合法的态度来处理我们所有的财物因出介银我们
287	14.md	上帝的旨意	圣经的语气把上帝的旨意	两者皆在	包过二旋王曲和和保罗在此并不是单以上帝的能力作为辩论的根基好像我们通常说假使上帝愿意他一定能作成他在此乃是以圣经的语气把
290	14.md	同时他吩咐	同时也吩咐	皆不在	人二当担起生活的担子因为是上帝所给的正因如此上帝指定每一个人都有他的责任与负担因此我们若没有上帝的命令就不会贸然行事同时
295	14.md	大兴旺	大大兴旺	两者皆在	人们人日一有文寺人二有商芝各一定会因他的缘故而大大兴旺凡在公义里面以一个平静的良心来侍奉其档的一宝作同时得上音和人的称检
296	14.md	随	睦	支持	要实践和睦与造就这两件事我们应当履行爱的全部责任保罗为要使人不轻视这一点故他再重复前面所说过的话就是肉食不足以叫我们病
299	15.md	你	我们	两者皆在	加芝了症全而六和必到计时主十让羽于于我们所行的可以使他们得建立许多人常需要你过分地纵容他们的欲让介们才党得洪员人我们蓄讨
300	15.md	乃是使读者	乃是要使读者	支持	从前所写的保罗在此乃是应用他的例子他的目的乃是要使读者不会以为他对他们的劝勉即要效法基督的话是强词夺理他说在圣经里面没有
302	15.md	心都合起来称颂上帝	心都合一起来称颂上帝	皆不在	督里的合一才是真正值得推崇的保罗在此教导我们使我们看到必须过在基督里才有真正的合一因为除非众信徒的心都合一起来称顷上帝和
312	15.md	引起他们来到	引起他到	皆不在	号征文士董有不可拓小中网填兰认为这主扒征指物质上的周济第二个解释是他的目的是要引起他来到他们那里的兴趣保罗在此表示他有盼
314	15.md	伊拉拉斯	伊拉斯谟	皆不在	二二人罗劝你们与我一同竭力伊拉斯并译本铝作在我的劳苦上帮助马我还算可以但我却宁原按字面翻译因为保罗所用的希腊字胰着重书
314	15.md	愿	按	两者皆在	人人一本我还算可以但我却宁愿按字面翻译因为保罗所用的希腊字是着重语气的空用刘力汶词考示出他所要渚温的困难又情求他们尖他位
314	15.md	捐款	捐项	两者皆在	叫我为耶路撒冷所办的捐项可蒙圣徒悦纳那些诽谤保罗名誉的人兽多方侮茂保罗而目极为成功所以他怕现在自去夫寺的捐款下
321	16.md	凡上帝所所行的事	凡上帝所做所行的事	支持	来保罗称颂上帝的话足以使敬虔者得到鼓励又使他们的信心得以坚固以至于他们可以衷心依靠上帝凡上帝所做所行的事都能使他们确切相
323	16.md	预言这事的时候	预言这些事的时候	支持	大届放总人克十币有从元着用人采拥小刀闪本用喇叭用刀鱼有矶来解答这个难题彼得说先知们详细考察了所赐给我们的救因不是为他们自
