chapter	from	to	kind
1	KIBS		unresolved
1	fi'W		unresolved
1	caedibus		unresolved
1	plenae		unresolved
1	Fabricius		unresolved
1	Theol		unresolved
1			tooshort
1	causa		unresolved
1	causa		unresolved
1	totfi		unresolved
1	rr		tooshort
1	ivrong	wrong	wform
1	Musculus		unresolved
1	psn		unresolved
1	gvaaGfts		unresolved
1	ttdixovpsvov		unresolved
1	corruptum		unresolved
1	aequum		unresolved
1	facite		unresolved
1	iniquum		unresolved
1	contend		unresolved
1	discoloured		unresolved
1	agite		unresolved
1	nos		unresolved
1	castigari		unresolved
1	patiamur		unresolved
1	enim		unresolved
1	Jehova		unresolved
1	wollt		unresolved
1	ihr		unresolved
1	gehorchen		unresolved
1	sav		unresolved
1	siaaxov		unresolved
1	rjis		unresolved
1	fiov		unresolved
1	volueritis		unresolved
1	audieritis		unresolved
1	spolccn		unresolved
1	nta		unresolved
1	ib3Mi		unresolved
1	le		tooshort
1	ihr		unresolved
1	Vax		unresolved
1	undergone		unresolved
1	ig		tooshort
1	urbs		unresolved
1	civitas		unresolved
1	xba		unresolved
1	Nor'dh		unresolved
1	iveaJccned		unresolved
1	scelus		unresolved
1	estjugulare		unresolved
1	Falernum		unresolved
1	oivov		unresolved
1	avTanodopa		unresolved
1	Symm		unresolved
1	dem		unresolved
1	Waisen		unresolved
1	halten		unresolved
1	kein		unresolved
1	Gericht		unresolved
1	deine		unresolved
1	Vorgesetzten		unresolved
1	widersetzlich		unresolved
1	deine		unresolved
1	Herren		unresolved
1	Narren		unresolved
1	Arbeit		unresolved
1	nehmen		unresolved
1	gegen		unresolved
1	auf		unresolved
1	lauterste		unresolved
1	purum		unresolved
1	puritatem		unresolved
1	adjliquidum		unresolved
1	justae		unresolved
1	puritati		unresolved
1	restituam		unresolved
1	counsellors		unresolved
1	dbiij		unresolved
1	i2jri3b		unresolved
1	oiiD		unresolved
1	iix		unresolved
1	i3'tf		unresolved
1	reducentur		unresolved
1	ftrst		unresolved
1	I5'		unresolved
1	ihe		unresolved
1	zu		tooshort
1	Schanden		unresolved
1	Terebinthen		unresolved
1	Res		unresolved
1	butm		unresolved
1	Kiobel		unresolved
1	jbn		unresolved
1	theTme		unresolved
1	versa		unresolved
10	Oreb		unresolved
10	pp		tooshort
10	counsellors		unresolved
10	JCFJS		unresolved
10	jubent		unresolved
10	scribere		unresolved
10	ndvog		unresolved
10	statuta		unresolved
10	vanitatis		unresolved
10	laborem		unresolved
10	scribentibus		unresolved
10	rnasoretic	masoretic	rule
10	ss		tooshort
10	d'Opia		unresolved
10	inra		unresolved
10	PSE		unresolved
10	bns		unresolved
10	Schriftgelehrte		unresolved
10	efders		unresolved
10	Bv		tooshort
10	Ppn		unresolved
10	pxx		unresolved
10	UVoyrfff		unresolved
10	XQIGIV		unresolved
10	Mai		unresolved
10	Verus		unresolved
10	arceant		unresolved
10	pauperes		unresolved
10	judicio		unresolved
10	vel		unresolved
10	efficiant		unresolved
10	cadant		unresolved
10	causa		unresolved
10	bn		tooshort
10	facerent		unresolved
10	causae		unresolved
10	humilium		unresolved
10	Avhom		unresolved
10	bx		tooshort
10	fleeing		unresolved
10	Musculus		unresolved
10	inba		unresolved
10	nbn		unresolved
10	sns		unresolved
10	TW		tooshort
10	ftf		unresolved
10	nn		tooshort
10	th'e		unresolved
10	instrurmint		unresolved
10	Asshur		unresolved
10	Assur		unresolved
10	veni		unresolved
10	in	in	rule
10	vae		unresolved
10	vobis		unresolved
10	Assyrii		unresolved
10	wehe		unresolved
10	dir		unresolved
10	Assyrien		unresolved
10	IWK		unresolved
10	Heus		unresolved
10	trie		unresolved
10	UaavQioig		unresolved
10	ille		unresolved
10	ipse		unresolved
10	CTO		unresolved
10	DT		tooshort
10	pov		unresolved
10	degradation	degradation	rule
10	cs		tooshort
10	spn		unresolved
10	wss		unresolved
10	d9		tooshort
10	populum		unresolved
10	excandescentiae		unresolved
10	mss		unresolved
10	rop		unresolved
10	Aar		unresolved
10	ofForerius		unresolved
10	populum		unresolved
10	duriter		unresolved
10	tractare		unresolved
10	decrevi		unresolved
10	pre		unresolved
10	no	no|nor	ambiguous
10	ivill	will	wform
10	s6		tooshort
10	rra		unresolved
10	ivill	will	wform
10	pfyaloi		unresolved
10	fiuaifaTs		unresolved
10	flaadsie		unresolved
10	jWtAeW		unresolved
10	sLwwJls		unresolved
10	albrte		unresolved
10	Calno		unresolved
10	prcbably		unresolved
10	Chaboras		unresolved
10	Cercusium		unresolved
10			tooshort
10	Calno		unresolved
10	Kimchiwith		unresolved
10	Canneh		unresolved
10	Qrontes		unresolved
10	Epiphania		unresolved
10	Abulfeda		unresolved
10	Arpadj		unresolved
10	Arvad		unresolved
10	Epiphania		unresolved
10	Antioch		unresolved
10	Rabba		unresolved
10	Epiphania		unresolved
10	Emissa		unresolved
10	Carchejnish		unresolved
10	Calno		unresolved
10	Shatt		unresolved
10	Calno		unresolved
10	Calno		unresolved
10	anglice		unresolved
10	b		tooshort
10	regna		unresolved
10	nihili		unresolved
10	regna		unresolved
10	idoli		unresolved
10	des		unresolved
10	Gotzen		unresolved
10	Gotzen		unresolved
10	eo		tooshort
10	requirebat		unresolved
10	TTQMOV		unresolved
10	substituitur		unresolved
10	requirit		unresolved
10	veritas		unresolved
10	rei		unresolved
10	iheir		unresolved
10			tooshort
10	Ifefore		unresolved
10	them	them	rule
10	xbn		unresolved
10	bx		tooshort
10	rpaxs		unresolved
10	idolis		unresolved
10	simulacris		unresolved
10	ivhen	when	wform
10	ivhen	when	wform
10	Jerasalem		unresolved
10	psa		unresolved
10			tooshort
10	inaa		unresolved
10	Chebar		unresolved
10	Oreb		unresolved
10	Thesauro		unresolved
10	PiTi		unresolved
10	oflooking		unresolved
10	rvittsn		unresolved
10	rviss		unresolved
10	fcwi'rob		unresolved
10	nrnrmw		unresolved
10	instructissima		unresolved
10	fixa		unresolved
10	veritatis		unresolved
10	H1		tooshort
10	irvnin		unresolved
10	moenia		unresolved
10	SS		tooshort
10	xsv		unresolved
10	SKS		unresolved
10	colliguntur		unresolved
10	reciperem		unresolved
10	auferrem		unresolved
10	wie		unresolved
10	aufrafft		unresolved
10	nsox		unresolved
10	Fiirst		unresolved
10	Ti3		unresolved
10	flatternden		unresolved
10	Fliigels		unresolved
10	abigeret		unresolved
10	divagans		unresolved
10	pipiendum		unresolved
10	zum		unresolved
10	Gezirp		unresolved
10	pipio		unresolved
10	Richardson's		unresolved
10	Ctesias		unresolved
10	Trogus		unresolved
10	xBm		unresolved
10	trotzen		unresolved
10	briistet		unresolved
10	cpn		unresolved
10	ivhen	when	wform
10	oo		tooshort
10	av		tooshort
10	nx		tooshort
10	ta'nn		unresolved
10	rs		tooshort
10	iwi		unresolved
10	E2U		unresolved
10	Jpiia		unresolved
10	f5		tooshort
10	sraft		unresolved
10	ttJ		unresolved
10	zra		unresolved
10	pinguia		unresolved
10	reeino		unresolved
10	ardebit		unresolved
10	ardebit		unresolved
10	ardendo		unresolved
10	II'K		unresolved
10	ofjlre		unresolved
10	vsb		unresolved
10	igne		unresolved
10	Qyog		unresolved
10	iix		unresolved
10	vho	who	rule
10	visvip		unresolved
10	CarmeT		unresolved
10	o		tooshort
10	tna		unresolved
10	ttna		unresolved
10	Fiirst		unresolved
10	Jield	field|held	ambiguous
10	harvestfields		unresolved
10	Jield	field|held	ambiguous
10	Coeceius		unresolved
10	ITSD		unresolved
10	itDn		unresolved
10	Musculus		unresolved
10	intra		unresolved
10	rbs		unresolved
10	mnb		unresolved
10	London		unresolved
10	Polyglott		unresolved
10	ri		tooshort
10	bt		tooshort
10	p1		tooshort
10	Jarchj		unresolved
10	bb		tooshort
10	fleeing		unresolved
10	ri		tooshort
10	b5		tooshort
10	ivhen	when	wform
10	b3		tooshort
10	standardbearer		unresolved
10	Hezel		unresolved
10	uaj		unresolved
10	JM		tooshort
10	orshall		unresolved
10	xcHO		unresolved
10	ueVi		unresolved
10	erit		unresolved
10	terrore		unresolved
10	profugus		unresolved
10	wie		unresolved
10	einer		unresolved
10	hinschmachtet		unresolved
10	Ohnmacht		unresolved
10	ligni		unresolved
10	reliqua		unresolved
10	ligna		unresolved
10	avrav		unresolved
10	ivar	war	wform
10	Horace		unresolved
10	nos		unresolved
10	numerus		unresolved
10	sumus		unresolved
10	Cicero		unresolved
10	appendantur		unresolved
10	numerentur		unresolved
10	pecuniae		unresolved
10	Ovid		unresolved
10	pauperis		unresolved
10	Tft'1		unresolved
10	ixu		unresolved
10	prae		unresolved
10	paucitate		unresolved
10	numerabuntur		unresolved
10	IBIDE		unresolved
10	Brentius		unresolved
10	iftsa		unresolved
10	Hagg		unresolved
10	Rorn	Rom	rule
10	tpDV		unresolved
10	pergat		unresolved
10	fortfahren		unresolved
10	aufhoren		unresolved
10	bx		tooshort
10	mnp		unresolved
10	f3		tooshort
10	hd		tooshort
10	by	by	rule
10	commontancestor		unresolved
10	eo		tooshort
10	darunter		unresolved
10	ouly		unresolved
10	convertentur		unresolved
10	consummatio		unresolved
10	1		tooshort
10	Cj		tooshort
10	ai5		unresolved
10	ia		tooshort
10	Gvry		unresolved
10	mit		unresolved
10	Gerechtigkeit		unresolved
10	qaaS		unresolved
10	a'nd		unresolved
10	abgemessen		unresolved
10	nxifis		unresolved
10	ri		tooshort
10	Yy		unresolved
10	Asshur		unresolved
10	IVSK		unresolved
10	Syro		unresolved
10	nss		unresolved
10	necessaryqualification		unresolved
10	zs		tooshort
10	QX		tooshort
10	QK		tooshort
10	j3		tooshort
10	nrvbnn		unresolved
10	MSS		unresolved
10	cn		tooshort
10	r		tooshort
10	Oreb		unresolved
10	Oreb		unresolved
10	M'iaS		unresolved
10	scutica		unresolved
10	Horace		unresolved
10	waa		unresolved
10	rtuJx		unresolved
10	Syro		unresolved
10	Antiochus		unresolved
10	Epiphanes		unresolved
10	Cyprus		unresolved
10	ivay	way	wform
10	fc		tooshort
10	EStt		unresolved
10	IB		tooshort
10	zv		tooshort
10	IEE		unresolved
10	a		tooshort
10	tfAe		unresolved
10	bsn		unresolved
10	EttS		unresolved
10	psoj		unresolved
10	jEtti		unresolved
10	jEtti		unresolved
10	aa3		unresolved
10	Lachish		unresolved
10	Aiath		unresolved
10	Migron		unresolved
10	Michmash		unresolved
10	Aiath		unresolved
10	Hajanam		unresolved
10	Deir		unresolved
10	Diwan		unresolved
10	Migron		unresolved
10	Migron		unresolved
10	Migron		unresolved
10	Gibeah		unresolved
10	Michmash		unresolved
10	Mukhmas		unresolved
10	Jeba		unresolved
10	rpB		unresolved
10	Michmash		unresolved
10	Geba		unresolved
10	Gcba		unresolved
10	Geba		unresolved
10	Jeba		unresolved
10	Michmash		unresolved
10	Geba		unresolved
10	Gibeah		unresolved
10	Geba		unresolved
10	pp		tooshort
10	Geba		unresolved
10	Gibeab		unresolved
10	pba		unresolved
10	lib		unresolved
10	Gaba		unresolved
10	sedes		unresolved
10	nostra		unresolved
10	Geba		unresolved
10	tob		unresolved
10	diversorium		unresolved
10	diverterunt		unresolved
10	rnssa		unresolved
10	T'35		unresolved
10	Ajath		unresolved
10	Migron		unresolved
10	Michmash		unresolved
10	Geba		unresolved
10	Ramah		unresolved
10	Gibeah		unresolved
10	Ramah		unresolved
10	Gibeah		unresolved
10	Jeba		unresolved
10	pp		tooshort
10	Nablus		unresolved
10	Ramah		unresolved
10	Ramah		unresolved
10	Geba		unresolved
10	Ramah		unresolved
10	Gibeah		unresolved
10	Ramah		unresolved
10	Gibeah		unresolved
10	Gallim		unresolved
10	Gallim		unresolved
10	Laishah		unresolved
10	Anathoth		unresolved
10	Gallim		unresolved
10	neighbourhood		unresolved
10	Gibeah		unresolved
10	Stadt		unresolved
10	Gallim		unresolved
10	oppidurn		unresolved
10	Gallim		unresolved
10	Augustiread		unresolved
10	gallim		unresolved
10	nwb		unresolved
10	Laish		unresolved
10	Laish		unresolved
10	Laish		unresolved
10	Laishah		unresolved
10	Laishah		unresolved
10	Laishah		unresolved
10	Laishah		unresolved
10	Laish		unresolved
10	Gallim		unresolved
10	Anathoth		unresolved
10	Anata		unresolved
10	Anathoth		unresolved
10	Ramleh		unresolved
10	ys		tooshort
10	Anathoth		unresolved
10	echoes		unresolved
10	Bethany		unresolved
10	Elaziriyah		unresolved
10	clivity		unresolved
10	Anathoth		unresolved
10	Anathoth		unresolved
10	paupercula		unresolved
10	Anathoth		unresolved
10	Madmenah		unresolved
10	ivanders	wanders	rule
10	Gebimflee		unresolved
10	Madmen		unresolved
10	Madmannah		unresolved
10	latij'j		unresolved
10	Joshebehaggebim		unresolved
10	fiisji		unresolved
10	JiPSh		unresolved
10	confortamini		unresolved
10	fleeing		unresolved
10	Anathoth		unresolved
10	Lydda		unresolved
10	for'a		unresolved
10	hitt		unresolved
10			tooshort
10	niirn		unresolved
10	rra		unresolved
10	Hii		unresolved
10	soa		unresolved
10	rnse		unresolved
10	nxi		unresolved
10	bloiv	blow	rule
10	counsellors		unresolved
10	p'nxa		unresolved
10	Vna		unresolved
10	ivith	with	wform
10	oso		unresolved
10	3		tooshort
11	J4		tooshort
11	Bauer		unresolved
11	vald		unresolved
11	sta		unresolved
11	xoQfiov		unresolved
11	pfo		unresolved
11	pt		tooshort
11	JT		tooshort
11	sfost		unresolved
11	Urnbreit	Umbreit	rule
11	srjrn		unresolved
11	JtEsn		unresolved
11	scientiae		unresolved
11	pietatis		unresolved
11	nn		unresolved
11	odours		unresolved
11	Kuinol		unresolved
11	irmn		unresolved
11	Vanderpalm		unresolved
11	Nihil		unresolved
11	nisi		unresolved
11	pietatem		unresolved
11	spirabit		unresolved
11	Reinhart		unresolved
11	odour		unresolved
11	odour		unresolved
11	mninx		unresolved
11	rumours		unresolved
11	jThe		unresolved
11	Kokba		unresolved
11	Kozba		unresolved
11	in'nsi		unresolved
11	rpsi1		unresolved
11	rumours		unresolved
11	undoubt		unresolved
11	edly		unresolved
11			tooshort
11	ntst		unresolved
11	iian		unresolved
11	Tian		unresolved
11	nts		unresolved
11	nisp		unresolved
11	ii33x		unresolved
11	iit		unresolved
11	rtTx		unresolved
11	iaj		unresolved
11	PB3		unresolved
11	KB1		unresolved
11	Aelian		unresolved
11	isia		unresolved
11	ya1		unresolved
11	attb		unresolved
11	virp		unresolved
11	Maimonides		unresolved
11	rophecy		unresolved
11	Hrn		unresolved
11	hordei		unresolved
11	stipulam		unresolved
11	bubus		unresolved
11	gratissimam		unresolved
11	plures		unresolved
11	gentium		unresolved
11	utuntur		unresolved
11	riaig		unresolved
11			tooshort
11	rnsixa		unresolved
11	lighthole		unresolved
11	n'tf		unresolved
11	depulsus		unresolved
11	lacte		unresolved
11	der		unresolved
11	kaum		unresolved
11	Entwohnte		unresolved
11	tii		unresolved
11	ps	ps	rule
11			tooshort
11	ttjrt		unresolved
11	iznfci		unresolved
11	thfti		unresolved
11	Ir		tooshort
11	nj'o		unresolved
11	uj		tooshort
11	bji		unresolved
11	rov		unresolved
11	foi		unresolved
11	rVbz		unresolved
11	ausstrecken		unresolved
11	O'T		unresolved
11	adjiciet		unresolved
11	manum		unresolved
11	nisp		unresolved
11	WJ		tooshort
11	ns		tooshort
11	ixisn		unresolved
11	Petrsea		unresolved
11	Pharusis		unresolved
11	Patures		unresolved
11	Adrichomius		unresolved
11	Jablonsky		unresolved
11	Shinar		unresolved
11	Elymais		unresolved
11	Orontes		unresolved
11	figuraatively		unresolved
11	merismus		unresolved
11	parallage		unresolved
11	elliptica		unresolved
11	HezeJciah		unresolved
11	Kbs		unresolved
11	pre		unresolved
11	Epbraimite		unresolved
11	Jephtha		unresolved
11	Baasha		unresolved
11	Ahab		unresolved
11	Jehoash		unresolved
11	ib		tooshort
11	Juclah's		unresolved
11	rviin1		unresolved
11	nnbs		unresolved
11	ri		tooshort
11	Tn's		unresolved
11	rs		tooshort
11	der		unresolved
11	Neid		unresolved
11	aufhoren		unresolved
11	Ephrairn	Ephraim	rule
11	ns		unresolved
11	nW		tooshort
11	bf		tooshort
11	Urnbreit	Umbreit	rule
11	ns		tooshort
11	rno		unresolved
11	Judab		unresolved
11	nnn		unresolved
11	nnnLev		unresolved
11	S'nnn		unresolved
11	Suez		unresolved
11	HeroopoKtanut		unresolved
11	Elaniticus		unresolved
11	Gyndes		unresolved
11	intepretations		unresolved
11	nh		tooshort
11	munita		unresolved
11	rp3		unresolved
11	SPSS		unresolved
11	Ktst		unresolved
12	aivay	away	rule
12	piac		unresolved
12	iti		unresolved
12	siiaj		unresolved
12	sttjy		unresolved
12	stt		unresolved
12	xb		tooshort
12	T3		tooshort
12	iJfS		unresolved
12	JTW		unresolved
12	2		tooshort
12	rn		tooshort
12	rn		tooshort
12	rn		tooshort
12	w		tooshort
12	ftx		unresolved
12	njrn		unresolved
12	rrjiTi		unresolved
12	STifi	Stiff	rule
12	EP		tooshort
12	rvjrn		unresolved
12	Jcnoivn		unresolved
12	nrm		unresolved
12	hs		tooshort
12	rvixa		unresolved
12	ns'nia		unresolved
13	facto		unresolved
13	foreseen		unresolved
13	unbiassed		unresolved
13	taunjjng		unresolved
13	Horace		unresolved
13	Virgil		unresolved
13	Plaideurs		unresolved
13	Racine		unresolved
13	Aris		unresolved
13	tophanes		unresolved
13	Shakspeare		unresolved
13	foresi'ght		unresolved
13	hyperbolical		unresolved
13	antitheocratic		unresolved
13	Sodorn	Sodom	rule
13	KtBa		unresolved
13	rs		tooshort
13	oQavtg		unresolved
13	oQapa		unresolved
13	visio		unresolved
13	Cito		unresolved
13	Ktea		unresolved
13	caliginosum		unresolved
13	Zagrian		unresolved
13	bij		unresolved
13	iKa'n		unresolved
13	aQjowig		unresolved
13	ingrediantur		unresolved
13	veniant		unresolved
13	portae		unresolved
13	principum		unresolved
13	voluntarii		unresolved
13	veniant		unresolved
13	evaginati		unresolved
13	voluntariorum		unresolved
13	Freywillige		unresolved
13	sich		unresolved
13	vor		unresolved
13	Pforte		unresolved
13	versammlen		unresolved
13	heroes		unresolved
13	exulters		unresolved
13	Lehrg		unresolved
13	wp		unresolved
13	ttJ		unresolved
13	ITC		unresolved
13	VBips		unresolved
13	ivho	who	wform
13	modem	modern	realword
13	exulters		unresolved
13	exulters		unresolved
13	Croesus		unresolved
13	pQKJTttf		unresolved
13	cp		tooshort
13	navra		unresolved
13	aQisrovq		unresolved
13	JEschylus		unresolved
13	ayav		unresolved
13	Ammianus		unresolved
13	Marcellinus		unresolved
13	abundantes		unresolved
13	inanibus		unresolved
13	insanumque		unresolved
13	loquentes		unresolved
13	magnidici		unresolved
13	ac		tooshort
13	tetri		unresolved
13	minaces		unresolved
13	juxta		unresolved
13	adversis		unresolved
13	ac		tooshort
13	XCLI'		unresolved
13	JOVZ		unresolved
13	xal		unresolved
13	vf		tooshort
13	wray		unresolved
13	Armenia		unresolved
13	Musculus		unresolved
13	Croesus		unresolved
13	Cyropedia		unresolved
13	rranb		unresolved
13	ybr		unresolved
13	iveapons	weapons	wform
13	Michlol		unresolved
13	Jophi		unresolved
13	co		tooshort
13	lusus		unresolved
13	verborum		unresolved
13	I'iro		unresolved
13	vroi		unresolved
13	concinna		unresolved
13	allusio		unresolved
13	etymologiam		unresolved
13	veritatis		unresolved
13	ifh		unresolved
13	genere		unresolved
13	Domini		unresolved
13	dicuntur		unresolved
13	divinitus		unresolved
13	judicium		unresolved
13	exercet		unresolved
13	omne		unresolved
13	aegrorum		unresolved
13	mortalium		unresolved
13	Ovid		unresolved
13	cecidere		unresolved
13	illis		unresolved
13	animique		unresolved
13	manusque		unresolved
13	ivonder	wonder	wform
13	6m5		unresolved
13	prnxi		unresolved
13	Livy		unresolved
13	metum		unresolved
13	rr		tooshort
13	Lubim		unresolved
13	trnfib		unresolved
13	internum		unresolved
13	aestum		unresolved
13	ntax		unresolved
13	immanitas		unresolved
13	grausamer		unresolved
13	ITSX		unresolved
13	vocat		unresolved
13	merito		unresolved
13	sed		unresolved
13	populi		unresolved
13	enim		unresolved
13	crudelis		unresolved
13	crudeles		unresolved
13	jugulat		unresolved
13	sed		unresolved
13	crudelis		unresolved
13	patientibus		unresolved
13	esse		unresolved
13	Intro		unresolved
13	crudeltm		unresolved
13	putat		unresolved
13	crudelis		unresolved
13	furchtbar		unresolved
13	tss		unresolved
13	w		tooshort
13	di		unresolved
13	grausam		unresolved
13	grimmig		unresolved
13	pstn		unresolved
13	lwt		unresolved
13	ysotleafi		unresolved
13	sidera		unresolved
13	QIWV		unresolved
13	sein		unresolved
13	lexx		unresolved
13	Hebr		unresolved
13	seq		unresolved
13	Bilder		unresolved
13	Orionen		unresolved
13	Sterne		unresolved
13	Himmel		unresolved
13	sein		unresolved
13	scheinen		unresolved
13	helle		unresolved
13	Sonne		unresolved
13	geliet		unresolved
13	Jinster		unresolved
13	auf		unresolved
13	der		unresolved
13	Mond		unresolved
13	scheinet		unresolved
13	dunkel		unresolved
13	SPJ		unresolved
13	orbis		unresolved
13	habitabilis		unresolved
13	frugiferam		unresolved
13	terram		unresolved
13	Dei		unresolved
13	fiK		unresolved
13	orbis		unresolved
13	Ovid		unresolved
13	meus		unresolved
13	orbis		unresolved
13	bsn		unresolved
13	y7ieQj		unresolved
13	dr		tooshort
13	ov		tooshort
13	fortium		unresolved
13	tyrannorum		unresolved
13			tooshort
13	we	we	rule
13	vir		unresolved
13	TQ		tooshort
13	Coromandel		unresolved
13	Huet		unresolved
13	tsw		unresolved
13	PBiat		unresolved
13	TIBIK		unresolved
13	Iv	lv	roman
13	ovyiQ		unresolved
13	Eldorado		unresolved
13	Realworterbuch		unresolved
13	Zohar		unresolved
13	ihEix		unresolved
13	seltener		unresolved
13	seltene		unresolved
13	Schdtze		unresolved
13	VBIX		unresolved
13	Sr		tooshort
13	njrt		unresolved
13	nrj		unresolved
13	rt		tooshort
13	JM3		unresolved
13	JEschylus		unresolved
13	nso		unresolved
13	nao		unresolved
13	Nxraa		unresolved
13	MSD3		unresolved
13	np		tooshort
13	tt		tooshort
13	D3		tooshort
13	KJZsi		unresolved
13	seern	seem	rule
13	fiten		unresolved
13	Madai		unresolved
13	ivho	who	wform
13	Thucydides		unresolved
13	Plutarch		unresolved
13	rn		tooshort
13	Japhet		unresolved
13	Dejoces		unresolved
13	Phraortes		unresolved
13	Cyaxares		unresolved
13	Cyaxares		unresolved
13	Av		tooshort
13	naQovreg		unresolved
13	ovrs		unresolved
13	QfafaTS		unresolved
13	nara'nn		unresolved
13	nind	wind	rule
13	Amrnianus		unresolved
13	Marcellinus		unresolved
13	Siculus		unresolved
13	Wn		tooshort
13	tht		unresolved
13	ias		unresolved
13	ri		tooshort
13	wor		unresolved
13	Armenia		unresolved
13	Realworterbuch		unresolved
13	inclyta		unresolved
13	superbia		unresolved
13	herrliche		unresolved
13	Pracht		unresolved
13	ornatus		unresolved
13	excellentiaque		unresolved
13	heerlickheyt		unresolved
13	hoovaerdigheyt		unresolved
13	Lehrg		unresolved
13	overthrew		unresolved
13	overthrew		unresolved
13	overthrew		unresolved
13	overthrew		unresolved
13	Hystaspes		unresolved
13	Demetrius		unresolved
13	sQ		tooshort
13	iav		unresolved
13	Pausanias		unresolved
13	Christol		unresolved
13	brn		unresolved
13	bno		unresolved
13	Rem		unresolved
13	VTIX		unresolved
13	bns		unresolved
13	xcu		unresolved
13			tooshort
13	ims		unresolved
13	lisw		unresolved
13	p'Un		unresolved
13	ST1		unresolved
13	Hierozoicon		unresolved
13	Qn		tooshort
13	vampyres		unresolved
13	nx		tooshort
13	ss		tooshort
13	dTix		unresolved
13	rir		unresolved
13	bw		tooshort
13	paTaiois		unresolved
13	pTc		unresolved
13	daipona		unresolved
13	daemonibus		unresolved
13	pilosi		unresolved
13	StiJ		unresolved
13	seerns	seems	rule
13	satyri		unresolved
13	Feldgeister		unresolved
13	Waldteufel		unresolved
13	modem	modern	realword
13	Apocal		unresolved
13	maa		unresolved
13	pvoxevravgoi		unresolved
13	witb		unresolved
13	psttj		unresolved
13	loc		unresolved
13	wohes		unresolved
13	Dn		tooshort
13	fyeen		unresolved
13	Ewatd		unresolved
13			tooshort
13	Milton		unresolved
13	rnaabx		unresolved
13	i		tooshort
14	WBCS		unresolved
14	lyrt		unresolved
14	Tls		unresolved
14	ri		tooshort
14	iria		unresolved
14	ins		unresolved
14	eliget		unresolved
14	Mibi		unresolved
14	ian		unresolved
14	seq		unresolved
14	nnsb		unresolved
14	Jehovah''s		unresolved
14	Stamme		unresolved
14	ibnanrj		unresolved
14	Constantius		unresolved
14	pre		unresolved
14	buWith		unresolved
14	TW		tooshort
14	rnhsj		unresolved
14	kwg		unresolved
14	rrjni		unresolved
14	btia		unresolved
14	btiJE		unresolved
14	bttto		unresolved
14	Tptf		unresolved
14	rna		unresolved
14	sri'n		unresolved
14	jt		tooshort
14	rcmE		unresolved
14	Evilmerodach		unresolved
14	ivithout	without	wform
14	ivithout	without	wform
14	na	na	rule
14	rvna3		unresolved
14	rvna		unresolved
14	iftba		unresolved
14	iE'i		unresolved
14	insg		unresolved
14	VUJE		unresolved
14	Jubel		unresolved
14	Jamne		unresolved
14	erumpere		unresolved
14	hoc		unresolved
14	licet		unresolved
14	mihi		unresolved
14	gaudium		unresolved
14	Antilibanus		unresolved
14	Libanus		unresolved
14	wbs		unresolved
14	cacumina		unresolved
14	nostra		unresolved
14	nV		tooshort
14	clamour		unresolved
14	Ipsi		unresolved
14	laetitia		unresolved
14	voces		unresolved
14	sidera		unresolved
14	Intonsi		unresolved
