510	15.md	乃是上帝来的灵	乃是从上帝来的灵	direct
516	16.md	属于	属乎	ctx24
516	16.md	是对待他们罪行的公义的刑罚	是对他们罪行的公义的刑罚	direct
522	16.md	有根据的	有些根据的	ctx18
525	16.md	但在在我看来	但在我看来	direct
527	16.md	因为他也同样上帝	因为他也同样是上帝	direct
527	16.md	列为为我们借着他	列为我们借着他	direct
532	16.md	侯	候	direct
534	16.md	mashalim	meshalim	direct
535	16.md	但他们却是如此无知	但他们是如此无知	direct
535	16.md	当他他说他要将父	当他说他要将父	direct
536	16.md	其他	其余	ctx24
540	16.md	急情	怠惰	direct
543	17.md	那	哪	ctx24
549	17.md	而掠过其他人	而掠过其他的人	direct
550	17.md	已借着圣灵	他已借着圣灵	direct
554	17.md	当他住在地上时	当他住在地上的时候	direct
554	17.md	极不合适的	极不合宜的	direct
570	18.md	自己的是照着	自己是照着	direct
570	18.md	侯	候	direct
577	18.md	这一节经文	这节经文	direct
579	18.md	convaincu	conveincu	direct
582	18.md	双方	两方	direct
583	18.md	这件事上没有任何嫌疑之处	这事上没有任何嫌疑之处	direct
585	18.md	藐视	貌视	ctx24
590	19.md	已	己	ctx24
592	19.md	正确	真确	ctx24
592	19.md	错误	错谬	ctx24
594	19.md	因为忘记了	因为他们忘记了	direct
597	19.md	属	屑	ctx24
609	19.md	λόγχιμος	λόγχιμνος	direct
612	19.md	议员	议士	direct
620	20.md	而其他的日子里都由此得名	而其他的日子都由此得名	direct
621	20.md	错误	错谬	ctx24
629	20.md	藐	貌	ctx24
631	20.md	为自己	为了自己	ctx8
632	20.md	他们的的确已经	他们的确已经	direct
636	20.md	外白	白白	direct
642	20.md	适	宜	ctx24
644	20.md	拜	仰	ctx24
651	21.md	avait	avoit	direct
654	21.md	视	察	ctx24
655	21.md	当他住在地上时	当他住在地上的时候	direct
659	21.md	属于	属乎	direct
659	21.md	错误	错谬	ctx24
