vol	scan_page	before	garbage	after	script	reading	conf
v1	294	For the same cause,	a^naa'	should not	heb	גבח"ם	68
v1	295	a mere suggestion, that	T^nx	is possibly	heb	אדיר	84
v1	296	it to the Messiah	(szkv		heb	מלכא)	83
v1	298	the Septuagint	(jvwae&s	x«« evGsfisias)	grc	(γνώσεως	96
v1	298	the Septuagint (jvwae&s x««	evGsfisias)	and Vulgate	grc	εὐσεβείας)	95
v1	300	feits. Gataker understands	mninx^a	as denoting	heb	ביראתיהוה	90
v1	300	of smelling to or	o/a	thing instead	grc	οΓ ἃ	88
v1	301	The Targum adds to	stB'n	the word	heb	רשע	96
v1	301	to stB'n the word	bi^a-w,	used by	heb	ארמילוס	87
v1	302	Hendewerk, the insertion of	Tian	would do	heb	הגור	69
v1	302	subject of the verb	(Ifttopfro?).	The Chaldee	grc	(ἐζωσμένος)	90
v1	302	relation to the kid.	isia	does	heb	גר	65
v1	302	The unusual construction	fia	Mib has	heb	בם	91
v1	302	1, 2.)	sru	is properly	heb	נהג	83
v1	304	ultimate deliverance of the	y.riaig	or	grc	χτισις	68
v1	304	a hole or cavity,	STI^ISE	properly a	heb	מאגרה	82
v1	304	admits the derivation from	^n'tf.	Aben Ezra	heb	אפר	75
v1	306	and therefore equivalent to	iah	and ^	heb	חטר	82
v1	306	So the	Q%a /lafiid	of Rev.	grc	ῥίζα Δαβίδ	92
v1	307	governed bji show understood	(rov foi^ai),	nor	grc	(τοῦ δεῖξαι)	95
v1	307	qualifying	mspb	(Grotius), but	heb	לקנות	93
v1	307	infinitive of WJ? (LXX.	fyl&aat,	Clericus), but	grc	ζηλῶσαι	94
v1	307	construed not with	nispb	(Abarbenel), but	heb	לקנות	92
v1	308	sign or signal (LXX.	a^ior,	Vulg. signum)	grc	σημεῖον	84
v1	308		tioned	as distinct	heb	מס	76
v1	309	added simply to express	universa		heb	8 6טותט	68
v1	317	rowed,	rrjiTi	is omitted	heb	התוה	71
v1	318		rsTia	the Hophal	heb	מודעת	86
v1	318	known. Knobel conjectures that	r.stpa		heb	מידעת	87
v1	318		r.5B^a	from 5B^.—The	heb	מרפעת	79
v1	321	the destiny of all	oppos		grc	ΟΡΡΟΒ	68
v1	322	interpretations of	KtBa,	both very	heb	מישא	71
v1	322	and sometimes by	Ifj^fia	(from Kiss	grc	λῆμμα	95
v1	322	receive). The Vulgate has	visio.		grc	υἱδῖο	75
v1	323	the (Babylonian) nobles.—Forerius takes	fiBiBs	as the	heb	נשפה	83
v1	323	The Septuagint version	(OQOV$ nedtvov)	is explained	grc	(ύρους πεδινοῦ)	76
v1	323	Septuagint	(avol^ars ol	aQjowig)—the Vulgate	grc	(ἀνοίξατε οἱ	96
v1	324	natural to suppose that	ttJ^p	is here	heb	קדש	74
v1	324	pQKJTttf)—by Herodotus himself	(yopi^ovTsg savrovs tlvai	&r	grc	(νομίζοντες ἑαυτοὺς εἶναι	94
v1	325	The rendering of "pans	^ip	tumultuous noise	heb	קול	96
v1	325	Xenophon speaks of the	Arme		heb	6חיו \4	66
v1	326	make it agree with	x*a	as a	heb	צבא	90
v1	327	the whole world	(nacav irtv uxovftbtp),	and this	grc	(πᾶσαν τὴν οἰκουμένην)	95
v1	328	which Gesenius puts upon	i&S	here and	heb	פד	65
v1	328	to the etymology of	iBiaa	as	heb	אנוש	93
v1	328		dimxo,	on the	heb	יאחזום	83
v1	329	by its giving to	"ptrwo	the same	heb	יאחזון	90
v1	329	of trembling given to	"p^rr	by	heb	יחילון	69
v1	329	tions an interpretation of	fshb	as the	heb	לחבים	90
v1	330	an adjective synonymous with	"ITSX.	The applica	heb	אפזר	75
v1	330	kind, by the Septuagint	(anaToi),	Lowth (inexorable),	grc	(ἀνίατος)	81
v1	331	explains	d-^w	as a	heb	כסילים	78
v1	331	other writers make	b^ba	the name	heb	כסיל	92
v1	332		nsn	mean the	heb	רעה	87
v1	332	Ophir.—115135* and	fi'is	cannot here	heb	אדם	81
v1	332	sense of vir or	avfa.	They are	grc	ἀνήρ	96
v1	333		TQ	is regarded	heb	פז	78
v1	333	and TIBIK with Peru.	tB	and dro	heb	פז	90
v1	333	with Peru. tB and	dro	are either	heb	כתם	90
v1	333	last words is 6	M-&OS	6 Iv	grc	λίϑος	90
v1	333	the meaning put upon	"npix	by Jerome	heb	אוקיר	92
v1	333	exile.—From the similar forms	"Ppix	and *ihEix	grc	“ΠΡῚΝ	84
v1	334	in Babylon (^cf> »'55rt>	OJJS)		heb	סעס	80
v1	334	the	ndiAuwtov ofiov	of Babylon.	grc	πάμμικτον ὕχλον	81
v1	335	the decrepit (nso: from	nao	to consume)	heb	ספה	96
v1	335	np-p and	s-inn	^151—the one	heb	בחרב	93
v1	335	either suppose x^3 and	na&5	to	heb	נספה	91
v1	336	Cyrus. "Av$Q£<i	Mijdoi, xal ndvreg oi	naQovreg, tyw	grc	Μῆδοι, καὶ πάντες οἱ	83
v1	336	xal ndvreg oi naQovreg,	tyw vfias olda Gayug,	on ovrs	grc	ἐγὼ ὑμᾶς οἶδα σαφῶς	96
v1	336	vfias olda Gayug, on	ovrs		grc	οὐυτὲ	75
v1	336		XQWUTCM deopevoi GVV Ipol	QfafaTS %.	grc	χρημάτων δεόμενοι σὺν ἐμοὶ	86
v1	337	of the young men	(to&vpaTa veanay.wv)	which is	grc	(τοξεύματα νεανίσκων)	94
v1	337	need of giving	c"nS3	the sense	heb	נערים	92
v1	337	both sexes, as	D^a	does when	heb	בנ"ם	75
v1	337	Kimchi, ias means delight	("j^ri),	and mabaa	heb	(חפץ)	79
v1	337	means delight ("j^ri), and	mabaa	13^ that	heb	ממלכות	88
v1	338	260 ISAIAH, CHAP.	Xllt.		heb	זא	78
v1	338	13.—By most interpreters "paw	m&tsn	are	heb	תפארת	85
v1	338	clause, the verbal noun	nrsn^	is construed	heb	מהפכת	87
v1	338	that in his day	ovdsv s-ii fy		grc	οὐδὲν ἔτι ἦν	95
v1	338		ei	M za/off.	grc	εἰ	97
v1	339		-pa	as active	heb	שכן	76
v1	339	from	bnx	is assumed	heb	אהל	91
v1	340		tion	of shepherds	heb	מסוז	81
v1	340	shepherds and half robbers	(axrjvirai lyaTQixoi	rives xcu	grc	(σκηνίται ληστρικοί	92
v1	340		*0tpmx0t')9	passing from	grc	ποιμενικοί );	84
v1	340	fails. Gesenius suggests that	ims	may here	heb	ערבר	65
v1	340	the obvious allusion in	i^s^i	and lisw	heb	רבצו	96
v1	341	favours the explanation of	t^nx	in its	heb	אחים	87
v1	344	a single letter from	niiais	palaces, and	heb	ארמנות	91
v1	346	some writers do.	Mibi)	is followed	heb	נלוה	76
v1	346	Mibi) is followed by	bs	as in	heb	על	96
v1	347	has ceased for ever",'	buWith	respect to	eng	but with	97
v1	347	irregular. Aben Ezra refers	^ss>	and	heb	ששב	95
v1	349	hinder it. Dathe reads	5]*na	as an	heb	מרדף	68
v1	349	the text by changing	t]Tia	into rvna3	heb	מרדף	84
v1	349	Doederlein's suggestion, gives to	rni	and rvna	heb	רדה	80
v1	349	tyranny of Antichrist, explains	rn& iftba	as a	heb	בלתי סרה	82
v1	350	rendered by the Septuagint,	floa psr eiyQoavv-ys.	It is	grc	βοᾷ μετ᾽ εὐφροσύνης	81
v1	350	is not construed with	bs	elsewhere. But	heb	על	93
v1	350		rvnbv!	is to	heb	הפרת	91
v1	351	r&3£ as a preterite	(avt'pij),	which is	grc	(ἀνέβη);	90
v1	353	Isaiah, derives	^NS^I	from fiBn	heb	רפאים	82
v1	353	Isaiah, derives ^NS^I from	fiBn	to be	heb	רפה	90
v1	353	he derives it from	KSn	to be	heb	רפא	97
v1	353	have used the word	ms"i	from nan.	heb	רפרת	75
v1	353	proper name derived from	xsn	or nsn	heb	רפא	97
v1	353	derived from xsn or	nsn	the ances	heb	רפה	97
v1	354	D. Michaelis, who detaches	^aia		heb	בואך	88
v1	354	of *]5O3 adverbially after	"jn&npb.	There is	heb	לקראתך	90
v1	354	find him like themselves.	fttJH	however does	heb	רגזה	92
v1	355	the words of the	D^a*i	to extend	heb	רפאים	75
v1	355	does not elsewhere take	bs	after it,	heb	אל	96
v1	355	clause,	"p&w,	like the	heb	גאון	79
v1	355		-p&DB	as a	heb	מכסיך	92
v1	355	a noun. Lowth reads	-JOSE	in the	heb	מככך	86
v1	355	later Germans,	-peaa	is itself	heb	מכסיך	92
v1	355		hb	roots. (See	heb	לה	95
v1	356	word a derivative of	bbn	to shine,	heb	הלל	74
v1	357	verb between rsiaa and	yixb	(excisus dejectus	heb	לארץ	88
v1	357		tt&in	a passive	heb	חולש	86
v1	357	17 : 13. The	bs	is then	heb	על	78
v1	357	the same construction of	bs mbn		heb	חלש על	96
v1	357		ISfte"^^,	and denotes	heb	אהלדמועד	65
v1	357	Calvin indeed gives to	^sia	the sense	heb	מועד	78
v1	359	in the Septuagint Version	(eV OQSI i>ip^/Lw,	Inl ta	grc	(ἐν ὄρει ὑψηλῷ	85
v1	359	TO,	vtyi]ka	ta nQog	grc	ὑψηλὰ	96
v1	359	translates the last words	X3is^	^o extremities	heb	צפונא	91
v1	360	Vitringa, the singular noun	ss?		heb	עב	92
v1	360	from the clouds. As	"p^s	was a	heb	עלרון	74
v1	360	with the grave—others that	lia	must have	heb	בור	93
v1	361	that the Hithpael of	-pa	means to	heb	בין	84
v1	362	that	bat-i	must be	heb	חבל	76
v1	362	follow DeDieu in connecting	nrs	directly with	heb	פתח	81
v1	363		^nba^ isia	ma (Job	heb	מועד לכלחי	69
v1	364	of the garments. By	nsns -.xa	Lowth un	heb	נצר נתצב	85
v1	364	with which this	dvocios fiaGifavg	(as Xenophon	grc	ἀνόσιος βασιλεύς	96
v1	365	Hitzig and Henderson take	s-it		heb	זרצ	80
v1	367	be a man himself,	isia	a father,	heb	טאר	90
v1	367	given in the Septuagint	(ovopa		grc	(ὄνομα	96
v1	367		xal xardfoiwa	x«« anfQpa)	grc	καὶ κατάλειμμα	97
v1	367	xal xardfoiwa x««	anfQpa)	and the	grc	σπέρμα)	89
v1	367	(or besom) of destruction.	"IBJ?	has been	heb	קפד	92
v1	368	of the last clause	(xal #//'aoo avrfv TT^OV	paQaftgov slg	grc	(καὶ ϑήσω αὐτὴν πηλοῦ	95
v1	368	#//'aoo avrfv TT^OV paQaftgov	slg		grc	εἰς	96
v1	368		anwteiav),	adopted with	grc	ἀπώλειαν)	83
v1	368	from an obsolete root	MB,	but in	heb	טא	65
v1	368	from	B*<B,	supposing the	heb	טיט	65
v1	368	proper import. Kimchi explains	iirvTi	to be	heb	היתה	67
v1	369	come to pass hereafter	(tvt>	p	heb	סיס)	84
v1	369	therefore is to apply	jwrr		heb	היתה	75
v1	369	and	nipn	to the	heb	תקום	76
v1	371	to the translation of	Tnrx	by Assyria,	heb	אשור	84
v1	371	and the suffix in	lES'i:	to the	heb	טכמי	86
v1	373		D^nuba	or Philistines,	heb	פלשתים	91
v1	373	18). The Greek name	Ilulatarivy,	a corruption	grc	Παλαιστίνη	76
v1	373	Ilulatarivy, a corruption of	PIU^B ,	is	heb	פלשת	70
v1	374	refer the suffix in	"p-iB	to tuns,	heb	פריו	85
v1	375	would point the word	^ba	and make	heb	בכר"	66
v1	375	and De Wette supply	rra:&		heb	לבטת	80
v1	376	supply	Erx,	others £2,	heb	ארש	79
v1	376	Is that	iriaa	agrees regularly	heb	נמוג	86
v1	376	another sense of	D^isia,	viz. assemblies,	heb	מועדירם	66
v1	377	except Symmachus who has	a^'lotg.	The older	grc	ἀγγέλοις	97
v1	378	his exegesis) and translate	ns^	as a	heb	רענה	80
v1	380	the subject. Vitringa makes	n?a	a contracted	heb	בית	66
v1	380	traction of	oir&si rvs	(Jer. 48:	heb	בית דבלתים	86
v1	380	and is equivalent to	unpa	which	heb	מקדש	92
v1	380	to assimilate it to	d*r	blood.	heb	דם	93
v1	380	preposition before rPS and	ya^		heb	דובון	89
v1	381	The names yn? and	nsrn	are treated	heb	רחצה	77
v1	382	which it renders i]	oayvg.	This read	grc	οσφυς	84
v1	382	Aquila has	Qwpot,	with the	grc	ἔξωμοι	92
v1	382	ut in praelio). For	ns-p	the Septuagint	heb	ררעה	94
v1	382	ns-p the Septuagint reads	rw	(yvw-	heb	רדעה	91
v1	382	and Ewald, give to	ns-n	the sense	heb	ררעה	93
v1	382	same. The paronomasia in	IS^-P	and n^-P	heb	רריעו	79
v1	382	paronomasia in IS^-P and	n^-P	is copied	heb	ררעה	94
v1	383	here by Aben Ezra	(IKIE	*m3D).	heb	מואב)	89
v1	383	after the Septuagint (w	avrfi).	The Peshito	grc	αὐτῇ)	87
v1	383	seems to have read	irima	in his	heb	ברוחו	92
v1	383		TQinohs	or triple	grc	τρίπολις	92
v1	384	with Zoar	(ZwaQa)	and the	grc	(Ζώαρα)	78
v1	385		nbsB	a participle	heb	מעלה	92
v1	385	13. The Septuagint has	TIQO$	as ava-	grc	σρος	80
v1	385	way, has	TII'E	descent, it	heb	מורד	92
v1	385	The very unusual form	iiss^	is by	heb	רעערו	89
v1	385	a transposition for	iwv	from ss-i.	heb	ררעעו	85
v1	386	The Septuagint also has	%OQTOS ylw^og.		grc	χόρτος χλωρός	90
v1	387	three different interpretations of	DWS bfis ;		heb	; נחל ערבים	82
v1	387		an*'^	is regarded	heb	רשאום	77
v1	388	letter of	finbb"1	is wanting	heb	רללתה	85
v1	388	English. The suffix in	nnb^i	may possibly	heb	רללתה	90
v1	388	allusion to the word	tt	following. According	grc	ἘΠ	94
v1	388	a river give to	niBbia	the	heb	נוספות	92
v1	389	intimated in the word	m'B&to.	The Septuagint	heb	נוספות	89
v1	390	vocative, used collectively for	fc^iua :	send oh	heb	: משלים	90
v1	391	trade. The Greek form	IJirQa	is sup	grc	Πετρὰ	76
v1	391	pretations of	axia	mas. 1.	heb	מואב	91
v1	392	entitled to the preference,	ni'nasa	is not	heb	מעברות	86
v1	392	us justly. Hitzig takes	fiWs	in the	heb	פלילה	68
v1	396	or moan. The word	iwm	seems to	heb	אשישר	69
v1	396	suppose	tniD-iiux	to have	heb	אשרשים	66
v1	396	the same sense as	D^wm	and nittriax	heb	אשישים	76
v1	396	sense as D^wm and	nittriax	else	heb	אשישות	85
v1	396	the sea. Clericus renders	^sx	as	heb	אמלל	89
v1	396	of	V?ES<	with WBIIU,	heb	אמלל	90
v1	396	of V?ES< with	WBIIU,	vide supra,	heb	שדמות	75
v1	397	mile from Heshbon. For	"ossthe	LXX	heb	6 בעלר	75
v1	397	of the cognate from	pTUB,	supra, ch.	heb	שורק	92
v1	398	be turned upon itself.	Wn,	according to	heb	הידד	66
v1	398	Bible, and take \>s	bss	in that	heb	נפל	84
v1	399	parallelism, Knobel gives to	*nsp	the	heb	קציר	93
v1	399	For	T^p	and wri,	heb	קציר	83
v1	399	Jerome and Clericus take	ba*D	as a	heb	כרמל	89
v1	399	participle or derivative noun	("p^itt	"p^) 'ls	heb	הדרך)	92
v1	400	of Egypt. Umbreit gives	YT*n	the general	heb	הידד	95
v1	400	: 12.) Lowth reads	ftao	(when Moab	heb	ראה	97
v1	401	' of Seeker, that	Mjoa	is a	heb	נראה	76
v1	401	naa as identical with	^w^oV,	and quotes	grc	βωμος	93
v1	401	from the fact that	m'aa	were sometimes	heb	במות	89
v1	401	reads my sanctuary, changes	vb	to	heb	לא	92
v1	401	in it shall trust.'	iripE	is also	heb	מקדש	74
v1	401	same explanation of	ttnpn	is erroneously	heb	מקדש	92
v1	401	applies n^nn ±y	nxba	to the	heb	נלאה	92
v1	401	but to what precedes.	Tsta	does not	heb	ביאז	81
v1	402	prophecy. Some give to	btt	its usual	heb	אל	94
v1	406	Syria shall be etc.	^xia	may either	heb	טאר	78
v1	406	a parallel expression to	*naa.	The	heb	ספאל	73
v1	407	equivalent in meaning to	isp	or i^sj?	heb	קצר	89
v1	407	meaning to isp or	i^sj? sKs.	Some make	heb	איש קציר	94
v1	407	i^sj? sKs. Some make	T^ap	itself	heb	קציר	91
v1	407	form and sense to	a^ba TT-HU	etc. Ewald	heb	שריד פליש	82
v1	408	of course. The verb	-ixujiis mascu		heb	18 נשאר	74
v1	409		mrQTEtt	but governed	heb	המזבחות	91
v1	409	The old writers take	ti-ittJx		heb	אשרים	92
v1	409	inadmissible, as when the	miax	is said	heb	אשרה	90
v1	410	fortune or happiness (from	ittjx	to be	heb	אשר	80
v1	410	Punic cippi inscribed to	*,ttn bsn,		heb	בעל חמן	82
v1	410	utterly destroyed,	raits	is variously	heb	עזובת	91
v1	410	mean what is left	o/and		eng	of and	97
v1	410	of Josephus or the	'AvtQft	of Eusebius.	grc	᾿Ανέρϑ	75
v1	410	all retained the word	-nas,	and Theodotion	heb	אמיר	91
v1	410	Septuagint renders the words	ol 'dpOQQCuot xal ol	Evaioi. For	grc	οἱ ᾿Α΄μοῤῥαῖοι καὶ οἱ	74
v1	411	render n3 at the	beginning/or,	and understand	eng	beginning for	96
v1	411	it necessary to translate	s>an	as a	heb	תסע	72
v1	412	gives an opposite meaning	(yvrtvpa aTtiarov),	which is	grc	(φύτευμα ἄπιστον)	71
v1	412	sume a root	Mia	equivalent to	heb	טנג	74
v1	413		nbna DTS	to mean	heb	ביום נחלה	91
v1	413	the most part read	nbm	which is	heb	נחלה	86
v1	413	usage of the word.	h,is<ia	is not	heb	טאון	78
v1	414	35 : 5, 6.)	pfa	is not	heb	מץ	91
v1	415	of the 1 before	nsn,	some think	heb	הנה	88
v1	415	the season of evening,	firtlba	is not	heb	בלהה	83
v1	416	the agency of demons	(n^itt)).	The allusion	heb	(שדים)	83
v1	417	calling, ho! or ha!	^sba	is explained	heb	צלצל	78
v1	418	which in Hebrew is	^sbs	(Paulus, J.	heb	צלצל	91
v1	418	But Knobel denies that	frps,	absolutely used,	heb	כנף	77
v1	418	my. The plural	n^bs^s	is elsewhere	heb	צלצלים	91
v1	418	ships by the Septuagint	(nloicov nrtQvyeg),	Targum, Kimchi,	grc	(πλοίων πτέρυγες);	83
v1	418	Kahne!). — The relative	^tux	is construed	heb	אישר	89
v1	418	with the remoter antecedent	'px.	b insa	heb	ארץ	91
v1	419	make	^sbs	a verb	heb	צלצל	87
v1	419	tringa construes it with	DS>	understood, Gesenius	heb	עם	89
v1	419	DS> understood, Gesenius with	"px	in the	grc	ΤῈ	83
v1	419	in the sense of	ns,		heb	עם	72
v1	419	gint,	BxiGTolag fiiftlivag,	but is	grc	ἐπιστολὰς βιβλίνας	92
v1	420	brave or fierce. Kin	IB	is by	heb	מן	91
v1	420	justifies the local sense.	*p~T	is explained	heb	קו-קי	67
v1	420	signifying double strength.	rioi^E	must then	heb	מבוסה	91
v1	420	The restricted explanation of	^sn	and pnK,	heb	תבל	75
v1	421	latest writers give to	*rix	the sense	heb	אור	79
v1	421	of the Rabbins explain	*vis,	here and	grc	ἭΝ	68
v1	422	participle or cognate noun	(misn ms)	as in	heb	( כרת הכורת)	84
v1	422	form	tnn	is derived	heb	התז	89
v1	422	supposition, the general meaning	oi		grc	Οἱ	85
v1	423	supplied before the first	ds	also—a gift	heb	עם	89
v1	426	gint,	vopoe	Inl vofiov,	grc	ψομος	69
v1	427	proper sense of	D^wx	seems to	heb	אטים	79
v1	427	and the meaning of	rvoix	and 0133^,	heb	אובות	92
v1	427	the contemptuous import of	tn^bx	by translating	heb	אלילים	68
v1	428	a derivative of	r'JJa.	Junius understands	heb	גשת	81
v1	429	more). The Septuagint for	niis	has a%i	heb	ערות	92
v1	429	Septuagint for niis has	a%i	which it	grc	(χί	72
v1	429	Gesenius derives it from	rns	to be	heb	ערה	95
v1	429	Vulgate seems to take	rvhs	as a	heb	ערות	91
v1	430	for fishing, and took	"nitt	in the	heb	חורו	71
v1	430	older writers identified	wp^io	with sericum,	heb	שריקות	78
v1	430	continued, and arbitrarily make	rrinttj	mean	heb	שתות	92
v1	430	as the Septuagint version	(ot noiovvtes TOV	£v&ot>). The	grc	(οἱ ποιοῦντες τὸν	97
v1	430	of	wx,	a pool,	heb	אגם	83
v1	430	Chaldee. This explanation of	''aax	removes all	heb	אגמ"	86
v1	431		ixsn	(wise counsellors)—but	heb	רעצר	74
v1	433	no need of reading	cmp	with Seeker,	heb	קרבם	91
v1	433	the suffix is not	nrs	(Hitzig) but	heb	פנה	87
v1	433	plural	isnrj	may possibly	heb	התעו	84
v1	434	that day there shall	le	five cities	grc	ΠΣ	71
v1	436	one of them. As	pnxb		heb	לאחת	83
v1	436	against the explanation of	b^rtn		heb	ההרס	92
v1	438		(pisn),	which is	heb	(הצדק)	85
v1	438		tifies oiGedex	with an	grc	{1 ῆ65 ἀσεδὲκ	71
v1	438	and	np^s	were applied	heb	צרקה	91
v1	438	by taking	onn	in an	heb	הרס	94
v1	440	commonly adopted. This refers	FPiii	not	heb	וה"ה	79
v1	440		srn	as a	heb	חל	82
v1	440	written	a*n	when not	heb	הב	75
v1	441	repetition, or	s'li'a	may be	heb	נידע	69
v1	442	which the ancestral names	Q'yixo	and	heb	מצרים	91
v1	443	Assyrians; the other makes	rx	a	heb	את	94
v1	443		-ns	with nut	heb	עבד	91
v1	443		ins	the sense	heb	עבד	91
v1	443	the constant use of	"i^s?	to denote	heb	עבד	92
v1	449	people. The name	p::J	appears to	heb	טק	81
v1	449	and several editions read	^rn	in the	heb	רגליך	88
v1	449	by exciting surprise,	MJi'a	does not	heb	מופת	92
v1	450	ni»	D^attJ ttjbia	for D^IS	heb	שלש שנים	94
v1	450	ni» D^attJ ttjbia for	D^IS irbu:	xix (Gesenius),	heb	שלש שנים	94
v1	450	in that before it.	Sfia	is commonly	heb	נהג	93
v1	450		latfi	and Mb&	heb	טבר	73
v1	450	latfi and	Mb&	as abstract	heb	גלגת	70
v1	451	the previous clause.	rr\y	is not	heb	ערות	78
v1	452	the sense. The Hebrew	hs<	has no	grc	ἊΝ	68
v1	455	explanation is that	iafi	is indefinite	heb	הגד	96
v1	455	Babylonian tyranny, and give	'lai'a	its usual	heb	בוגד	91
v1	455	and make	ijjia	nearly synonymous	heb	בוגד	75
v1	455	ijjia nearly synonymous with	^"ii'tti.	But this	heb	שודד	80
v1	455	in the similar forms	fib^s	^y.	heb	עילם	91
v1	456	anoint the shield. r^s±n	nsst	is commonly	heb	צפה	93
v1	456	and	rv^Bx	(which occurs	heb	צפית	66
v1	458	advancing two by two	(slg dvo).		grc	(εἰς δύο)	95
v1	460	chi in explaining	n^tt	as a	heb	דומה	77
v1	460	that the	*ja	is partitive,	heb	מן	93
v1	460	method of interrogating watchmen.	N'np	is indefinite,	heb	קרא	89
v1	462	nius explains	tvirnj*	as the	heb	ארחות	91
v1	463	Israel hath spoken it.	nttJp	is here	heb	קשת	88
v1	466	Tingstad make	"pbbn	mean thy	heb	חלליך	87
v1	466	The masoretic accents connect	MUpa	with lies,	heb	מקשת	92
v1	466	the accent and connect	rvapa	with	heb	מקשת	92
v1	467	21:3.	wsttn	seems to	heb	תאיצף	69
v1	467	crying to the mountain.	I9*istb	does not	heb	לאדנר	84
v1	467	but in that case	ta'WB	would be	heb	פרשים	67
v1	468	some modern writers make	vp	an appellative	heb	קיר	96
v1	470	ch. 6: 2),	d^nbh	cannot simply	heb	חמתים	79
v1	471	kill etc.), others with	bbx	(let us	heb	אכל	89
v1	472	you die. Some take	fto	as a	heb	נגלה	90
v1	473	third class deny that	l^b	is here	heb	סכן	71
v1	474	sense of go, and	ssa	that of	heb	בא	94
v1	475	completely and with violence,	ba^aa	is by	heb	מטלטל	83
v1	475	senius gives	fias	the sense	heb	עסה	85
v1	475	must either suppose	nVjVj	to be	heb	טלטלה	84
v1	475		nbaVo	to be	heb	טלטלת	90
v1	476	and distance. Maurer supposes	tps	to denote	heb	צנס	74
v1	476	is compared, and that	-pa	should be	heb	ארץ	92
v1	476	the three derivatives of	eps	in the	heb	צנם	65
v1	476	the	doaiv xaxav uaxwv xaxoi$	of ./Eschylus.	grc	δόσιν κακὰν κακῶν κακοῖς	96
v1	476	The oldest versions make	rvni^a	the subject	heb	מרכבות	92
v1	476	and	y^P	the predicate	heb	קלון	93
v1	476	wealth. Most writers make	"pbp	and	heb	קלון	93
v1	476	splendid chariots be.') As	naia	properly means	heb	טשמה	71
v1	477	The Piel of	pm	may simply	heb	חזק	91
v1	478	is very forced, and	N&a	is the	heb	כסא	90
v1	479	as their sole support,	D^XXXS	and msss	heb	צאצאים	91
v1	479	sole support, D^XXXS and	msss	are expressions	heb	צפצות	89
v1	479	etymology of	nrssand	the analogy	heb	4 צפצת	85
v1	479		maax	and D^SD	heb	אגנות	87
v1	479	The old interpretation of	a^Si	as	heb	נבלרם	67
v1	482	this difficulty by reading	ft^assD	instead of	heb	כנצנירם	74
v1	484	ferred to	Ts	by a	heb	צר	97
v1	484	last clause agrees with	nnb	as a	heb	סחר	92
v1	484	a mart of nations.	ihtti	and -liK?	heb	שחר	95
v1	484	of nations. ihtti and	-liK?		heb	ראור	92
v1	484	black, and corresponds to	M&as	and Melo,	grc	Μέλας	92
v1	485	use of the word	inttS	is one	heb	שחר	97
v1	485	geographical sense of west	(fcO-iS'a).	Some writers	heb	((מערבא)	65
v1	485	force of the last	xb	extends to	heb	כא	65
v1	486	refers	iVrn	to the	heb	הידכו	79
v1	487	Vulgate gives	m^BSa	a passive	heb	מעטירה	75
v1	487	8. The suffix in	nxan	refers to	heb	רעצה	90
v1	488	home. Others understand	i&<h=>	to mean	heb	כיאר	84
v1	488	make	fiistsa	a Chaldaism	heb	מעזנרה	82
v1	488	violated) virgin daughter of	Zidon;	to Chittim	grc	Ζάοι ;	69
v1	488	is in apposition with	rs	(as to	heb	בת	86
v1	488	it altogether probable that	ns	sustains the	heb	בת	86
v1	489		y*ix	to THEN*	heb	ארץ	92
v1	489	rection,	D^ttJa y-ix,	meaning that	heb	ארץ כשדים	90
v1	489	added more explicitly, mn	xb csn HT,	all which	heb	זה העם לא	84
v1	489	the text by reading	d^asaa	for d^iiBS.	heb	כנענים	90
v1	489	words from SIT to	diixb	will then	heb	לציים	91
v1	490	Knobel himself refers both	-pat		heb	ארץ	91
v1	490	to the words from	frr	to	heb	זה	96
v1	491	use of the word	-px	before	heb	ארץ	92
v1	491		ta^nja,	but especially	heb	בשדים	74
v1	492	of the Septuagint (cog	%QOVO$ fiaaittmg,	(b$	grc	χρόνος βασιλέως	97
v1	492		%Qovog av&Qconov),	which is	grc	χρόνος ἀνθρώπου)	82
v1	493		ins ^»	1013 remain	heb	מלך אחד	91
v1	493	moral turpitude, it does	necessa		heb	שת	67
v1	494	repetition of the word	nssrx	in the	heb	אתננה	85
v1	494	when in actual service,	PTIS,	accord	heb	עתיק	76
v1	494	by the modern writers	into^/me	or splendid.	eng	into fine	89
v1	498	others. According to Knobel,	p^n	is put	heb	מפוק	72
v1	498	usual form	psn	hi order	grc	ῬΞῺ	69
v1	498	of the earth languish,	'pxn	is not	heb	הארץ	91
v1	498	of the world. For	d'ha	Koppe reads	heb	מרום	91
v1	499	give rntn the sense	of/or,		eng	of for	96
v1	499	ancient versions also make	pn	a plural,	heb	חק	96
v1	499	are few men left,	itbx	does not	heb	אלה	96
v1	499	read	fibnx	instead of	heb	אבלה	91
v1	500	Three manuscripts instead of	"psm	read "pxx	heb	שאון	86
v1	500	natural which makes inn	irnp	the subject	heb	קריע	90
v1	500	Rosenmuller's explanation of inn	r,^"ip,	as	heb	קרית	83
v1	500	make the ^ before	tva	simply equivalent	heb	בית	73
v1	501	no need of taking	iirrx	in the	heb	צוחה	90
v1	501	Houbigant and Lowth for	rws	read siias	heb	ערבה	90
v1	501	Lowth for rws read	siias	(has passed	heb	עברה	96
v1	501	sneers of certain critics,	n^as	may either	heb	נגלת	75
v1	501	ba before	"fixn,	and the	heb	הארץ	82
v1	501	the modern writers take	n^xa	as an	heb	טוארה	74
v1	502	of	ibns	and make	heb	צהלו	90
